"DateTime","2020-08-13 00:01:41",
"BoardName","PNL1235F-SAY-",
"BarCode","",
"TestStat","Pass",
"OpenTest","Pass",
"ShortTest","Pass",
"OpenTest","Pass",
"ShortTest","Pass",
"CompTest:",
"STEP","BX","LC","Flag","Device Name","STDval","ACTval","+%","-%","MD","RG","TM","A","B","G-1","G-2","G-3","G-4","G-5","TestVal","Dev%","Result",
"676","B1","A1","","P9_22_23/SP","","4JP","10","10","JP"," 0","0","1","1","0","0","0","0","0","","","Skip",
"677","B1","A1","","P9_23_24/SP","","4JP","10","10","JP"," 0","0","1","1","0","0","0","0","0","","","Skip",
"678","B1","A1","","U1:14-1","","0.75V","30","30","DV"," 0","5","1","344","0","0","0","0","0","0.748","  0%","Pass",
"679","B1","A1","","U1:14-2","","0.65V","30","30","DV"," 0","8","1","339","0","0","0","0","0","0.618"," -5%","Pass",
"680","B1","A1","","U1:14-3","","0.75V","30","30","DV"," 0","0","1","337","0","0","0","0","0","0.770","  3%","Pass",
"681","B1","A1","","U1:14-4","","0.75V","30","30","DV"," 0","0","1","338","0","0","0","0","0","0.770","  3%","Pass",
"682","B1","A1","","U1:14-5","","0.6V","30","30","DV"," 0","0","1","185","0","0","0","0","0","0.621","  4%","Pass",
"683","B1","A1","","U1:14-6","","0.75V","30","30","DV"," 0","0","1","139","0","0","0","0","0","0.768","  2%","Pass",
"684","B1","A1","","U1:14-7","","0.75V","30","30","DV"," 0","0","1","328","0","0","0","0","0","0.729"," -3%","Pass",
"685","B1","A1","","U1:14-8","","0.75V","30","30","DV"," 0","0","1","136","0","0","0","0","0","0.749","  0%","Pass",
"686","B1","A1","","U1:14-9","","0.75V","30","30","DV"," 0","0","1","343","0","0","0","0","0","0.750","  0%","Pass",
"687","B1","A1","","U1:14-10","","0.7V","30","30","DV"," 0","0","1","341","0","0","0","0","0","0.710","  1%","Pass",
"688","B1","A1","","U1:14-11","","0.75V","30","30","DV"," 0","0","1","137","0","0","0","0","0","0.746","  0%","Pass",
"689","B1","A1","","U1:14-12","","0.75V","30","30","DV"," 0","0","1","342","0","0","0","0","0","0.749","  0%","Pass",
"690","B1","A1","","U1:14-13","","0.45V","30","30","DV"," 0","8","1","138","0","0","0","0","0","0.461","  3%","Pass",
"691","B1","A1","","U1:14-15","","0.45V","30","30","DV"," 0","8","1","310","0","0","0","0","0","0.433"," -4%","Pass",
"692","B1","A1","","U1:14-16","","0.75V","30","30","DV"," 0","0","1","217","0","0","0","0","0","0.770","  3%","Pass",
"693","B1","A1","","U1:14-17","","0.75V","30","30","DV"," 0","0","1","203","0","0","0","0","0","0.771","  3%","Pass",
"694","B1","A1","","U1:14-18","","0.7V","30","30","DV"," 0","0","1","202","0","0","0","0","0","0.695"," -1%","Pass",
"695","B1","A1","","U1:14-19","","0.75V","30","30","DV"," 0","0","1","204","0","0","0","0","0","0.769","  2%","Pass",
"696","B1","A1","","U1:14-20","","0.75V","30","30","DV"," 0","0","1","140","0","0","0","0","0","0.768","  2%","Pass",
"697","B1","A1","","U1:14-21","","0.45V","30","30","DV"," 0","8","1","9","0","0","0","0","0","0.432"," -4%","Pass",
"698","B1","A1","","U1:14-22","","0.75V","30","30","DV"," 0","0","1","157","0","0","0","0","0","0.734"," -2%","Pass",
"699","B1","A1","","U1:14-23","","0.75V","30","30","DV"," 0","0","1","156","0","0","0","0","0","0.735"," -2%","Pass",
"700","B1","A1","","U1:14-25","","0.75V","30","30","DV"," 0","0","1","133","0","0","0","0","0","0.769","  2%","Pass",
"701","B1","A1","","U1:14-26","","0.75V","30","30","DV"," 0","0","1","132","0","0","0","0","0","0.769","  2%","Pass",
"702","B1","A1","","U1:14-27","","0.75V","30","30","DV"," 0","0","1","205","0","0","0","0","0","0.770","  3%","Pass",
"703","B1","A1","","U1:14-28","","0.75V","30","30","DV"," 0","0","1","303","0","0","0","0","0","0.768","  2%","Pass",
"704","B1","A1","","U1:14-29","","0.75V","30","30","DV"," 0","0","1","329","0","0","0","0","0","0.769","  3%","Pass",
"705","B1","A1","","U1:14-30","","0.75V","30","30","DV"," 0","0","1","318","0","0","0","0","0","0.768","  2%","Pass",
"706","B1","A1","","U1:14-31","","0.75V","30","30","DV"," 0","0","1","320","0","0","0","0","0","0.768","  2%","Pass",
"707","B1","A1","","U1:14-32","","0.75V","30","30","DV"," 0","0","1","319","0","0","0","0","0","0.768","  2%","Pass",
"708","B1","A1","","U1:14-33","","0.75V","30","30","DV"," 0","0","1","131","0","0","0","0","0","0.769","  3%","Pass",
"709","B1","A1","","U1:14-34","","0.75V","30","30","DV"," 0","0","1","130","0","0","0","0","0","0.769","  3%","Pass",
"710","B1","A1","","U1:14-35","","0.75V","30","30","DV"," 0","0","1","358","0","0","0","0","0","0.768","  2%","Pass",
"711","B1","A1","","U1:14-36","","0.75V","30","30","DV"," 0","0","1","129","0","0","0","0","0","0.769","  3%","Pass",
"712","B1","A1","","U1:14-37","","0.75V","30","30","DV"," 0","0","1","314","0","0","0","0","0","0.769","  2%","Pass",
"713","B1","A1","","U1:14-38","","0.45V","30","30","DV"," 0","8","1","310","0","0","0","0","0","0.433"," -4%","Pass",
"714","B1","A1","","U1:14-39","","0.7V","30","30","DV"," 0","8","1","313","0","0","0","0","0","0.707","  1%","Pass",
"715","B1","A1","","U1:14-41","","0.75V","30","30","DV"," 0","8","1","312","0","0","0","0","0","0.754","  1%","Pass",
"716","B1","A1","","U1:14-42","","0.75V","30","30","DV"," 0","8","1","311","0","0","0","0","0","0.741"," -1%","Pass",
"717","B1","A1","","U1:14-43","","0.75V","30","30","DV"," 0","8","1","316","0","0","0","0","0","0.748","  0%","Pass",
"718","B1","A1","","U1:14-44","","0.75V","30","30","DV"," 0","8","1","128","0","0","0","0","0","0.767","  2%","Pass",
"719","B1","A1","","U1:14-45","","0.75V","30","30","DV"," 0","0","1","206","0","0","0","0","0","0.770","  3%","Pass",
"720","B1","A1","","U1:14-46","","0.75V","30","30","DV"," 0","0","1","305","0","0","0","0","0","0.768","  2%","Pass",
"721","B1","A1","","U1:14-47","","0.75V","30","30","DV"," 0","0","1","289","0","0","0","0","0","0.769","  3%","Pass",
"722","B1","A1","","U1:14-48","","0.75V","30","30","DV"," 0","0","1","127","0","0","0","0","0","0.769","  3%","Pass",
"723","B1","A1","","U1:14-49","","0.75V","30","30","DV"," 0","20","1","21","0","0","0","0","0","0.647","-14%","Pass",
"724","B1","A1","","U1:14-50","","0.55V","30","30","DV"," 0","0","1","308","0","0","0","0","0","0.526"," -4%","Pass",
"725","B1","A1","","U1:14-51","","0.75V","30","30","DV"," 0","0","1","126","0","0","0","0","0","0.769","  2%","Pass",
"726","B1","A1","","U1:14-52","","0.75V","30","30","DV"," 0","0","1","307","0","0","0","0","0","0.761","  2%","Pass",
"727","B1","A1","","U1:14-53","","0.75V","30","30","DV"," 0","0","1","304","0","0","0","0","0","0.768","  2%","Pass",
"728","B1","A1","","U1:14-54","","0.75V","30","30","DV"," 0","0","1","283","0","0","0","0","0","0.739"," -2%","Pass",
"729","B1","A1","","U1:14-55","","0.75V","30","30","DV"," 0","0","1","111","0","0","0","0","0","0.738"," -2%","Pass",
"730","B1","A1","","U1:14-56","","0.75V","30","30","DV"," 0","0","1","294","0","0","0","0","0","0.738"," -2%","Pass",
"731","B1","A1","","U1:14-57","","0.75V","30","30","DV"," 0","0","1","306","0","0","0","0","0","0.738"," -2%","Pass",
"732","B1","A1","","U1:14-58","","0.75V","30","30","DV"," 0","0","1","296","0","0","0","0","0","0.739"," -2%","Pass",
"733","B1","A1","","U1:14-59","","0.75V","30","30","DV"," 0","0","1","135","0","0","0","0","0","0.735"," -2%","Pass",
"734","B1","A1","","U1:14-60","","0.75V","30","30","DV"," 0","0","1","295","0","0","0","0","0","0.738"," -2%","Pass",
"735","B1","A1","","U1:14-61","","0.75V","30","30","DV"," 0","0","1","226","0","0","0","0","0","0.738"," -2%","Pass",
"736","B1","A1","","U1:14-63","","0.45V","30","30","DV"," 0","8","1","309","0","0","0","0","0","0.431"," -4%","Pass",
"737","B1","A1","","U1:14-64","","0.75V","30","30","DV"," 0","8","1","134","0","0","0","0","0","0.767","  2%","Pass",
"738","B1","A1","","U2:10-1","","0.6V","30","30","DV"," 0","8","1","184","0","0","0","0","0","0.591"," -2%","Pass",
"739","B1","A1","","U2:10-2","","0.7V","30","30","DV"," 0","8","1","53","0","0","0","0","0","0.690"," -1%","Pass",
"740","B1","A1","","U2:10-3","","0.7V","30","30","DV"," 0","8","1","54","0","0","0","0","0","0.692"," -1%","Pass",
"741","B1","A1","","U2:10-4","","0.7V","30","30","DV"," 0","0","1","55","0","0","0","0","0","0.692"," -1%","Pass",
"742","B1","A1","","U2:10-5","","0.45V","30","30","DV"," 0","8","1","175","0","0","0","0","0","0.437"," -3%","Pass",
"743","B1","A1","","U2:10-6","","0.7V","30","30","DV"," 0","0","1","56","0","0","0","0","0","0.693"," -1%","Pass",
"744","B1","A1","","U2:10-7","","0.7V","30","30","DV"," 0","0","1","57","0","0","0","0","0","0.692"," -1%","Pass",
"745","B1","A1","","U2:10-8","","0.7V","30","30","DV"," 0","0","1","58","0","0","0","0","0","0.692"," -1%","Pass",
"746","B1","A1","","U2:10-9","","0.7V","30","30","DV"," 0","0","1","59","0","0","0","0","0","0.692"," -1%","Pass",
"747","B1","A1","","U2:10-11","","0.7V","30","30","DV"," 0","0","1","60","0","0","0","0","0","0.691"," -1%","Pass",
"748","B1","A1","","U2:10-12","","0.7V","30","30","DV"," 0","0","1","61","0","0","0","0","0","0.691"," -1%","Pass",
"749","B1","A1","","U2:10-13","","0.7V","30","30","DV"," 0","0","1","52","0","0","0","0","0","0.692"," -1%","Pass",
"750","B1","A1","","U2:10-14","","0.45V","30","30","DV"," 0","8","1","175","0","0","0","0","0","0.436"," -3%","Pass",
"751","B1","A1","","U2:10-15","","0.7V","30","30","DV"," 0","0","1","51","0","0","0","0","0","0.691"," -1%","Pass",
"752","B1","A1","","U2:10-16","","0.7V","30","30","DV"," 0","0","1","50","0","0","0","0","0","0.691"," -1%","Pass",
"753","B1","A1","","U2:10-17","","0.7V","30","30","DV"," 0","0","1","49","0","0","0","0","0","0.691"," -1%","Pass",
"754","B1","A1","","U2:10-18","","0.7V","30","30","DV"," 0","0","1","48","0","0","0","0","0","0.689"," -2%","Pass",
"755","B1","A1","","U2:10-19","","0.45V","30","30","DV"," 0","8","1","175","0","0","0","0","0","0.434"," -4%","Pass",
"756","B1","A1","","U2:10-20","","0.7V","30","30","DV"," 0","0","1","47","0","0","0","0","0","0.692"," -1%","Pass",
"757","B1","A1","","U2:10-21","","0.7V","30","30","DV"," 0","0","1","187","0","0","0","0","0","0.693"," -1%","Pass",
"758","B1","A1","","U2:10-22","","0.7V","30","30","DV"," 0","8","1","188","0","0","0","0","0","0.690"," -1%","Pass",
"759","B1","A1","","U2:10-23","","0.7V","30","30","DV"," 0","8","1","189","0","0","0","0","0","0.691"," -1%","Pass",
"760","B1","A1","","U2:10-25","","0.7V","30","30","DV"," 0","0","1","46","0","0","0","0","0","0.691"," -1%","Pass",
"761","B1","A1","","U2:10-26","","0.7V","30","30","DV"," 0","0","1","45","0","0","0","0","0","0.691"," -1%","Pass",
"762","B1","A1","","U2:10-27","","0.7V","30","30","DV"," 0","0","1","44","0","0","0","0","0","0.691"," -1%","Pass",
"763","B1","A1","","U2:10-28","","0.7V","30","30","DV"," 0","0","1","43","0","0","0","0","0","0.692"," -1%","Pass",
"764","B1","A1","","U2:10-29","","0.45V","30","30","DV"," 0","8","1","175","0","0","0","0","0","0.438"," -3%","Pass",
"765","B1","A1","","U2:10-30","","0.65V","30","30","DV"," 0","0","1","42","0","0","0","0","0","0.622"," -4%","Pass",
"766","B1","A1","","U2:10-31","","0.7V","30","30","DV"," 0","0","1","41","0","0","0","0","0","0.692"," -1%","Pass",
"767","B1","A1","","U2:10-32","","0.7V","30","30","DV"," 0","0","1","40","0","0","0","0","0","0.691"," -1%","Pass",
"768","B1","A1","","U2:10-33","","0.7V","30","30","DV"," 0","0","1","38","0","0","0","0","0","0.691"," -1%","Pass",
"769","B1","A1","","U2:10-34","","0.7V","30","30","DV"," 0","0","1","37","0","0","0","0","0","0.691"," -1%","Pass",
"770","B1","A1","","U2:10-35","","0.45V","30","30","DV"," 0","8","1","175","0","0","0","0","0","0.436"," -3%","Pass",
"771","B1","A1","","U2:10-36","","0.7V","30","30","DV"," 0","0","1","39","0","0","0","0","0","0.692"," -1%","Pass",
"772","B1","A1","","U2:10-37","","0.7V","30","30","DV"," 0","0","1","34","0","0","0","0","0","0.692"," -1%","Pass",
"773","B1","A1","","U2:10-38","","0.7V","30","30","DV"," 0","0","1","36","0","0","0","0","0","0.692"," -1%","Pass",
"774","B1","A1","","U2:10-39","","0.7V","30","30","DV"," 0","0","1","35","0","0","0","0","0","0.691"," -1%","Pass",
"775","B1","A1","","U2:10-40","","0.7V","30","30","DV"," 0","0","1","33","0","0","0","0","0","0.692"," -1%","Pass",
"776","B1","A1","","U2:10-41","","0.7V","30","30","DV"," 0","0","1","32","0","0","0","0","0","0.692"," -1%","Pass",
"777","B1","A1","","U2:10-42","","0.7V","30","30","DV"," 0","0","1","30","0","0","0","0","0","0.692"," -1%","Pass",
"778","B1","A1","","U2:10-43","","0.7V","30","30","DV"," 0","0","1","31","0","0","0","0","0","0.692"," -1%","Pass",
"779","B1","A1","","U2:10-44","","0.45V","30","30","DV"," 0","8","1","175","0","0","0","0","0","0.436"," -3%","Pass",
"780","B1","A1","","U2:10-45","","0.7V","30","30","DV"," 0","0","1","29","0","0","0","0","0","0.692"," -1%","Pass",
"781","B1","A1","","U2:10-46","","0.7V","30","30","DV"," 0","0","1","28","0","0","0","0","0","0.693"," -1%","Pass",
"782","B1","A1","","U2:10-47","","0.7V","30","30","DV"," 0","0","1","174","0","0","0","0","0","0.692"," -1%","Pass",
"783","B1","A1","","U2:10-48","","0.7V","30","30","DV"," 0","0","1","18","0","0","0","0","0","0.693"," -1%","Pass",
"784","B1","A1","","U2:10-49","","0.7V","30","30","DV"," 0","0","1","176","0","0","0","0","0","0.690"," -1%","Pass",
"785","B1","A1","","U2:10-50","","0.7V","30","30","DV"," 0","0","1","17","0","0","0","0","0","0.699","  0%","Pass",
"786","B1","A1","","U2:10-51","","0.7V","30","30","DV"," 0","0","1","141","0","0","0","0","0","0.696"," -1%","Pass",
"787","B1","A1","","U2:10-52","","0.45V","30","30","DV"," 0","8","1","178","0","0","0","0","0","0.436"," -3%","Pass",
"788","B1","A1","","U2:10-53","","0.55V","30","30","DV"," 0","0","1","16","0","0","0","0","0","0.539"," -2%","Pass",
"789","B1","A1","","U2:10-54","","0.42V","30","30","DV"," 0","8","1","177","0","0","0","0","0","0.411"," -2%","Pass",
"790","B1","A1","","U2:10-55","","0.42V","30","30","DV"," 0","8","1","177","0","0","0","0","0","0.411"," -2%","Pass",
"791","B1","A1","","U2:10-57","","0.85V","30","30","DV"," 0","0","1","15","0","0","0","0","0","0.833"," -2%","Pass",
"792","B1","A1","","U2:10-58","","0.85V","30","30","DV"," 0","0","1","14","0","0","0","0","0","0.833"," -2%","Pass",
"793","B1","A1","","U2:10-60","","0.7V","30","30","DV"," 0","0","1","11","0","0","0","0","0","0.694"," -1%","Pass",
"794","B1","A1","","U2:10-61","","0.7V","30","30","DV"," 0","0","1","10","0","0","0","0","0","0.696"," -1%","Pass",
"795","B1","A1","","U2:10-62","","0.7V","30","30","DV"," 0","0","1","12","0","0","0","0","0","0.694"," -1%","Pass",
"796","B1","A1","","U2:10-63","","0.7V","30","30","DV"," 0","0","1","183","0","0","0","0","0","0.695"," -1%","Pass",
"797","B1","A1","","U2:10-64","","0.7V","30","30","DV"," 0","0","1","13","0","0","0","0","0","0.693"," -1%","Pass",
"798","B1","A1","","U3:9-1","","0.55V","30","30","DV"," 0","0","1","169","0","0","0","0","0","0.524"," -5%","Pass",
"799","B1","A1","","U3:9-2","","0.55V","30","30","DV"," 0","0","1","170","0","0","0","0","0","0.526"," -4%","Pass",
"800","B1","A1","","U3:9-3","","0.5V","30","30","DV"," 0","0","1","5","0","0","0","0","0","0.517","  3%","Pass",
"801","B1","A1","","U3:9-4","","0.5V","30","30","DV"," 0","0","1","6","0","0","0","0","0","0.518","  4%","Pass",
"802","B1","A1","","U3:9-5","","0.52V","30","30","DV"," 0","0","1","167","0","0","0","0","0","0.520","  0%","Pass",
"803","B1","A1","","U3:9-6","","0.52V","30","30","DV"," 0","0","1","166","0","0","0","0","0","0.521","  0%","Pass",
"804","B1","A1","","U3:9-7","","0.52V","30","30","DV"," 0","0","1","4","0","0","0","0","0","0.520","  0%","Pass",
"805","B1","A1","","U3:9-8","","0.52V","30","30","DV"," 0","0","1","3","0","0","0","0","0","0.520","  0%","Pass",
"806","B1","A1","","U3:9-10","","0.52V","30","30","DV"," 0","8","1","27","0","0","0","0","0","0.525","  1%","Pass",
"807","B1","A1","","U3:9-12","","0.45V","30","30","DV"," 0","8","1","19","0","0","0","0","0","0.435"," -3%","Pass",
"808","B1","A1","","U3:9-14","","0.55V","30","30","DV"," 0","0","1","173","0","0","0","0","0","0.561","  2%","Pass",
"809","B1","A1","","U3:9-15","","0.55V","30","30","DV"," 0","0","1","172","0","0","0","0","0","0.562","  2%","Pass",
"810","B1","A1","","U3:9-16","","0.55V","30","30","DV"," 0","0","1","171","0","0","0","0","0","0.525"," -5%","Pass",
"811","B1","A1","","U4:4-1","","0.75V","30","30","DV"," 0","0","1","315","0","0","0","0","0","0.742"," -1%","Pass",
"812","B1","A1","","U4:4-2","","0.75V","30","30","DV"," 0","0","1","317","0","0","0","0","0","0.749","  0%","Pass",
"813","B1","A1","","U4:4-3","","0.75V","30","30","DV"," 0","0","1","325","0","0","0","0","0","0.765","  2%","Pass",
"814","B1","A1","","U4:4-5","","0.75V","30","30","DV"," 0","0","1","326","0","0","0","0","0","0.755","  1%","Pass",
"815","B1","A1","","U4:4-6","","0.7V","30","30","DV"," 0","0","1","324","0","0","0","0","0","0.708","  1%","Pass",
"816","B1","A1","","U4:4-7","","0.75V","30","30","DV"," 0","0","1","325","0","0","0","0","0","0.765","  2%","Pass",
"817","B1","A1","","U4:4-8","","0.45V","30","30","DV"," 0","8","1","9","0","0","0","0","0","0.434"," -4%","Pass",
"818","B1","A1","","U5:5-1","","0.75V","30","30","DV"," 0","8","145","359","0","0","0","0","0","0.750","  0%","Pass",
"819","B1","A1","","U5:5-2","","0.6V","30","30","DV"," 0","8","145","149","0","0","0","0","0","0.617","  3%","Pass",
"820","B1","A1","","U5:5-3","","0.75V","30","30","DV"," 0","0","145","361","0","0","0","0","0","0.742"," -1%","Pass",
"821","B1","A1","","U5:5-4","","0.7V","30","30","DV"," 0","0","145","360","0","0","0","0","0","0.682"," -3%","Pass",
"822","B1","A1","","U5:5-7","","0.6V","30","30","DV"," 0","8","145","147","0","0","0","0","0","0.617","  3%","Pass",
"823","B1","A1","","U5:5-8","","0.7V","30","30","DV"," 0","0","145","146","0","0","0","0","0","0.698","  0%","Pass",
"824","B1","A1","","U5:5-9","","0.7V","30","30","DV"," 0","0","145","148","0","0","0","0","0","0.683"," -2%","Pass",
"825","B1","A1","","U6:2-1","","0.75V","30","30","DV"," 0","0","1","181","0","0","0","0","0","0.708"," -6%","Pass",
"826","B1","A1","","U6:2-3","","0.65V","30","30","DV"," 0","8","1","7","0","0","0","0","0","0.638"," -2%","Pass",
"827","B1","A1","","U6:2-4","","0.45V","30","30","DV"," 0","8","1","8","0","0","0","0","0","0.445"," -1%","Pass",
"828","B1","A1","","U6:2-5","","0.75V","30","30","DV"," 0","0","1","182","0","0","0","0","0","0.730"," -3%","Pass",
"829","B1","A1","","U6:2-6","","0.45V","30","30","DV"," 0","8","1","9","0","0","0","0","0","0.445"," -1%","Pass",
"830","B1","A1","","U701:7-1","","0.75V","30","30","DV"," 0","0","1","278","0","0","0","0","0","0.791","  5%","Pass",
"831","B1","A1","","U701:7-2","","0.75V","30","30","DV"," 0","0","1","279","0","0","0","0","0","0.791","  5%","Pass",
"832","B1","A1","","U701:7-3","","0.75V","30","30","DV"," 0","0","1","280","0","0","0","0","0","0.790","  5%","Pass",
"833","B1","A1","","U701:7-4","","0.6V","30","30","DV"," 0","8","1","107","0","0","0","0","0","0.584"," -3%","Pass",
"834","B1","A1","","U701:7-5","","0.6V","30","30","DV"," 0","8","1","108","0","0","0","0","0","0.611","  2%","Pass",
"835","B1","A1","","U701:7-6","","0.6V","30","30","DV"," 0","8","1","108","0","0","0","0","0","0.612","  2%","Pass",
"836","B1","A1","","U701:7-9","","0.6V","30","30","DV"," 0","8","1","276","0","0","0","0","0","0.624","  4%","Pass",
"837","B1","A1","","U701:7-10","","0.65V","30","30","DV"," 0","0","1","281","0","0","0","0","0","0.679","  5%","Pass",
"838","B1","A1","","U701:7-11","","0.75V","30","30","DV"," 0","0","1","109","0","0","0","0","0","0.764","  2%","Pass",
"839","B1","A1","","U701:7-12","","0.75V","30","30","DV"," 0","0","1","110","0","0","0","0","0","0.790","  5%","Pass",
"840","B1","A1","","U701:7-13","","0.6V","30","30","DV"," 0","8","1","107","0","0","0","0","0","0.613","  2%","Pass",
"841","B1","A1","","U701:7-14","","0.75V","30","30","DV"," 0","0","1","220","0","0","0","0","0","0.767","  2%","Pass",
"842","B1","A1","","U701:7-15","","0.7V","30","30","DV"," 0","0","1","221","0","0","0","0","0","0.685"," -2%","Pass",
"843","B1","A1","","U701:7-16","","0.7V","30","30","DV"," 0","0","1","83","0","0","0","0","0","0.707","  1%","Pass",
